date,fc,fc_lower,fc_upper,yy,k,j,chosen_param,date_forecast,geo_slice
2026-10-01,2111.6647968752336,2086.6143525592097,2136.989735551918,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2027-01-01,2111.246739897727,2083.8455324903557,2138.979259557273,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2027-04-01,2110.2840400085815,2080.5413791024166,2140.4201421079456,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2027-07-01,2109.4473727908894,2077.365568169475,2141.99012343425,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2027-10-01,2107.990749027717,2073.5833665222026,2142.931794591304,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2028-01-01,2107.307717769206,2070.567798358268,2144.6595089830694,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2028-04-01,2108.102569732864,2069.008382034201,2147.8926075904337,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2028-07-01,2107.2894084919094,2065.8715818078845,2149.491984288052,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2028-10-01,2107.044606616954,2063.296380383429,2151.6720132693918,ef_r,New York - NY,Class C,"1, 0, 1",2023-10-01,City - New York - NY - Class C
2023-10-01,72331.8605,72331.8605,72331.8605,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-01-01,72037.21304983045,71906.8706645849,72167.55543507598,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-04-01,72091.29257400175,71788.21791947455,72394.99308199061,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-07-01,72154.73226006205,71652.00173593292,72659.77448436324,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-10-01,71958.64398092999,71239.64244393545,72683.01196510372,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-01-01,71696.13235155295,70751.3257470571,72650.91395255835,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-04-01,72081.58251666008,70895.98151930081,73283.54080153593,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-07-01,72028.25988594648,70600.68683976117,73480.35653242537,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-10-01,72002.65778276842,70328.74273376008,73711.15624073756,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-01-01,71981.34324092924,70058.20395693435,73951.06579973642,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-04-01,71976.22421438625,69801.55209277957,74211.460598778,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-07-01,71962.39134810305,69535.16500790472,74466.15253609746,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-10-01,71967.36743218593,69286.26237395848,74743.00417735349,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-01-01,71970.03267959895,69034.71776524976,75019.89563409616,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-04-01,71972.44967906014,68782.84284772055,75298.64647332876,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-07-01,71985.1781948964,68540.96778130459,75590.06790696245,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-10-01,71998.87370661322,68300.26603517833,75884.28735642684,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-01-01,72009.66408554555,68057.19202058579,76177.0975282565,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-04-01,72018.40022910145,67812.68602435563,76469.2590070109,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-07-01,72032.6870462608,67574.01091555502,76768.74152483839,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-10-01,72051.48314333826,67340.19267575826,77074.43901892049,price,Washington - DC - Jefferson County,Class B,"1, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2023-10-01,1691.20251232715,1691.20251232715,1691.20251232715,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-01-01,1691.25474970618,1676.5263763787968,1705.9831230335633,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-04-01,1691.314867043117,1661.9854086370658,1720.9008588675963,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-07-01,1691.2619523053131,1647.459484589522,1735.8340292929113,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2024-10-01,1691.2454560743627,1633.0959922988527,1750.9341593595345,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-01-01,1691.245520348747,1618.8737093246525,1766.1828027599286,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-04-01,1691.245594316578,1604.7752944432439,1781.5642546094175,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-07-01,1691.245529213072,1590.799527593631,1797.0795149853682,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2025-10-01,1691.245508916344,1576.9455159168244,1812.7299420416027,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-01-01,1691.245508995427,1563.2121755498733,1828.5166875591121,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-04-01,1691.2455090864366,1549.5984364330063,1844.4409170733436,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-07-01,1691.2455090063336,1536.1032568121298,1860.5038277087936,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2026-10-01,1691.2455089813604,1522.7256043817242,1876.706627460536,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-01-01,1691.2455089814578,1509.4644555902692,1893.0505345659126,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-04-01,1691.2455089815696,1496.318795805358,1909.5367778764214,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-07-01,1691.245508981471,1483.287619253397,1926.1665969727217,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2027-10-01,1691.2455089814403,1470.3699289203444,1942.9412422313287,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-01-01,1691.2455089814403,1457.5647364746972,1959.8619749177121,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-04-01,1691.2455089814403,1444.871062192163,1976.930067281486,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-07-01,1691.2455089814398,1432.287934880723,1994.146802652097,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2028-10-01,1691.2455089814398,1419.8143918062983,2011.5134755352822,ef_r,Washington - DC - Jefferson County,Class B,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Jefferson County - Class B
2023-10-01,95162.4796,95162.4796,95162.4796,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-01-01,94797.51321909351,94534.40974702055,95060.61669116645,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-04-01,94362.53050847664,93779.34442215656,94947.50499083751,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-07-01,94429.15163101803,93500.3791096667,95364.01347291596,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-10-01,94551.18933217121,93264.34151373335,95851.24751487013,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-01-01,94289.8366334517,92641.81424321629,95961.14956191619,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-04-01,93933.05002991096,91924.60019252115,95977.83974463667,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-07-01,94436.68040932756,92051.44269360154,96874.59176758434,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-10-01,94359.61948123315,91608.6855680542,97182.44714142996,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-01-01,94280.58495686988,91165.48214697177,97489.81867329634,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-04-01,94154.80018794369,90678.84916600525,97750.07762409445,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-07-01,94031.7595460094,90197.14044414251,98013.87264376429,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-10-01,93944.48278288623,89752.06333250592,98315.57573849426,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-01-01,93843.21950035196,89295.70238959648,98603.52962580844,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-04-01,93721.13181523053,88821.72225458444,98870.35409686623,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-07-01,93593.36197269021,88344.7119324193,99131.75029897981,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-10-01,93525.2402974127,87926.39678001766,99456.83688472588,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-01-01,93412.28502785611,87467.86339762241,99735.26281708364,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-04-01,93285.08944207184,86998.25802556673,99999.11987388083,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-07-01,93188.04615050931,86559.13190930337,100295.81257632282,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-10-01,93074.10360854605,86106.4310424543,100575.0890970952,price,Philadelphia - PA - Salem County,Class B,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2023-10-01,1445.9412746450205,1445.9412746450205,1445.9412746450205,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-01-01,1446.8111755787365,1446.5186066764472,1447.1037444810263,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-04-01,1450.7879153082165,1450.188267386532,1451.387687122534,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-07-01,1453.0671505498246,1452.1595087180524,1453.9751704248895,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2024-10-01,1454.1077921213018,1452.8920310453746,1455.3243159456767,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-01-01,1454.5196012183376,1452.966178020005,1456.0743520845,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-04-01,1456.4015815655991,1454.506126830797,1458.299093057641,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-07-01,1457.4786580800032,1455.2414196050559,1459.7188424591443,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2025-10-01,1457.970015911805,1455.3914691637538,1460.5525573588923,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-01-01,1458.1643854126257,1455.2387107341867,1461.0952850836704,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-04-01,1459.0525269557425,1455.7777397248867,1462.3339401854819,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-07-01,1459.5604717734282,1455.937085249783,1463.1920514104897,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2026-10-01,1459.7921034571932,1455.8206446413506,1463.7734882731106,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-01-01,1459.8837151122536,1455.5631815935633,1464.2160808144974,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-04-01,1460.302290949428,1455.6316263343049,1464.9868652038429,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-07-01,1460.5416052027747,1455.521266434451,1465.5780983009665,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2027-10-01,1460.650716569604,1455.2811204791924,1466.0388787766406,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-01-01,1460.6938671148291,1454.9749881374385,1466.433893560673,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-04-01,1460.8910164371769,1454.8222863261476,1466.983646104584,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-07-01,1461.0037164096161,1454.5854755061132,1467.4487764805297,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2028-10-01,1461.0550956378358,1454.2876432172704,1467.8524543468043,ef_r,Philadelphia - PA - Salem County,Class B,"0, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class B
2023-10-01,93692.751,93692.751,93692.751,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-01-01,93738.56497293216,93472.81037946128,94004.31956640305,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-04-01,94723.19638641574,94128.73709155289,95319.50890324755,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-07-01,95684.15389155602,94728.22874972252,96646.44747378532,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-10-01,95293.6677222278,93970.71856276518,96630.47045733436,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-01-01,94541.22819613758,92859.29325891507,96247.36373695839,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-04-01,96512.19465713065,94429.39129356384,98633.04989929881,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-07-01,96676.08311059105,94217.36899609282,99189.49047442923,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-10-01,96862.09610369595,94026.91731700805,99771.69084084699,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-01-01,97079.85252156574,93867.06611934028,100389.90348579631,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-04-01,97205.9358767574,93618.24595290428,100916.77883411825,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-07-01,97376.68459281237,93412.87917353195,101492.69024591186,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-10-01,97455.77595431218,93119.71551416266,101976.08023033361,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-01-01,97596.23345038581,92886.03531738554,102525.92982943957,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-04-01,97716.03613165025,92633.08528710515,103056.83960984346,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-07-01,97923.74898234472,92464.01912220471,103683.06170066005,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-10-01,98079.73227478344,92245.99776941248,104257.85115593721,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-01-01,98190.7841652771,91985.99695304806,104787.80236505505,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-04-01,98325.00415383915,91748.31476829431,105345.03838394035,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-07-01,98492.60257596619,91542.22112812086,105940.80288950136,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-10-01,98638.11049731751,91315.79316341237,106515.86849703106,price,Chicago - IL - Porter County,Class B,"1, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2023-10-01,1214.35658576881,1214.35658576881,1214.35658576881,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-01-01,1220.0853136154376,1218.1584484359907,1222.0121787948844,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-04-01,1226.2468116702228,1222.377317977802,1230.1224202212659,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-07-01,1226.5053810068746,1220.695479407429,1232.3336881988043,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2024-10-01,1227.667893080929,1219.915561373407,1235.4571146089772,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-01-01,1232.0692610145559,1222.3294331975708,1241.8710772473141,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-04-01,1244.4599270075144,1232.65856717761,1256.3552908436995,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-07-01,1249.1860318988784,1235.359680304357,1263.1448115098124,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2025-10-01,1254.39779497323,1238.5292453887007,1270.4439598104955,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-01-01,1259.765807955518,1241.839141850883,1277.9221335771151,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-04-01,1264.8620787224718,1244.8673637945076,1285.1453644812552,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-07-01,1270.040804858427,1247.9638313707576,1292.4722539359832,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2026-10-01,1274.7182136371202,1250.5545633567394,1299.3091661839544,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-01-01,1280.2408263199097,1253.9629407297718,1307.0262104529459,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-04-01,1285.9094832690682,1257.5002190461464,1314.913761871354,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-07-01,1291.4004290749301,1260.849145393938,1322.6415271960946,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2027-10-01,1296.4419019080754,1263.7452587749362,1329.9303482007879,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-01-01,1302.0188774525188,1267.150836250312,1337.7884824988132,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-04-01,1308.137879326841,1271.0697537396125,1346.2253152416981,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-07-01,1313.294502348078,1274.0377407711574,1353.6953617560036,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2028-10-01,1319.0563974316785,1277.5801179545826,1361.8097982107847,ef_r,Chicago - IL - Porter County,Class B,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Porter County - Class B
2023-10-01,100954.0496,100954.0496,100954.0496,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2024-01-01,101314.43648409907,101191.24299416317,101437.629974035,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2024-04-01,101581.68101763102,101245.4259129672,101918.45410726241,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2024-07-01,101796.48109496424,101197.98322384125,102397.23657658022,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2024-10-01,101963.41688757582,101070.5592240917,102862.01256283687,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2025-01-01,102100.98456397823,100893.6579884036,103319.6094331593,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2025-04-01,102124.69829438187,100590.56920596762,103677.97940613698,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2025-07-01,102208.24000583652,100337.11683093994,104108.83565785368,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2025-10-01,102281.35115228436,100066.3819854496,104538.68889619547,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2026-01-01,102348.51186485865,99784.73117703004,104970.21352073268,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2026-04-01,102407.29301021813,99491.27641813197,105399.49185250074,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2026-07-01,102454.33715241219,99183.92562993594,105821.93185195749,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2026-10-01,102496.74350526773,98870.48774768869,106243.9473836629,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2027-01-01,102530.99223490723,98548.23226936911,106661.23736826536,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2027-04-01,102561.6905864198,98222.13847385305,107078.04684781874,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
2027-07-01,102588.80337499555,97892.56251766047,107493.95147259199,price,Dallas-Fort Worth - TX - Wise County,Class B,"1, 0, 1",2023-10-01,Submarket - Dallas-Fort Worth - TX - Wise County - Class B
